question_index,image_index,question_id,question_string,answer,figure_type,question_type
12886,4240,12,Is Dark Gold less than Light Seafoam?,1,dot_line,continuous_less_than
12887,4240,9,Is Dark Gold the roughest?,0,dot_line,continuous_roughest
12888,133,5,Is Light Coral the high median?,0,vbar_categorical,categorical_high_median
12889,133,2,Is Mint less than Light Coral?,1,vbar_categorical,categorical_less_than
12890,12134,9,Is Lawn Green the roughest?,0,line,continuous_roughest
12891,12134,6,Does Lawn Green have the minimum area under the curve?,0,line,continuous_minimum_auc
12892,12134,11,Does Lawn Green have the highest value?,1,line,continuous_global_maximum
12893,12134,14,Does Lawn Green intersect Sienna?,1,line,continuous_intersect
12894,12134,13,Is Lawn Green greater than Black?,1,line,continuous_greater_than
12895,8199,6,Does Peru have the minimum area under the curve?,1,dot_line,continuous_minimum_auc
12896,8199,10,Does Light Slate have the lowest value?,1,dot_line,continuous_global_minimum
12897,8199,8,Is Dark Red the smoothest?,1,dot_line,continuous_smoothest
12898,8199,11,Does Dark Red have the highest value?,0,dot_line,continuous_global_maximum
12899,8199,10,Does Saddle Brown have the lowest value?,0,dot_line,continuous_global_minimum
12900,16203,5,Is Violet the high median?,0,vbar_categorical,categorical_high_median
12901,16203,5,Is Sandy Brown the high median?,1,vbar_categorical,categorical_high_median
12902,8238,5,Is Sky Blue the high median?,0,pie,categorical_high_median
12903,8238,3,Is Web Green greater than Sky Blue?,0,pie,categorical_greater_than
12904,8238,4,Is Medium Mint the low median?,1,pie,categorical_low_median
12905,8238,5,Is Medium Mint the high median?,1,pie,categorical_high_median
12906,8238,0,Is Sky Blue the minimum?,0,pie,categorical_minimum
12907,12056,12,Is Rosy Brown less than Navy Blue?,1,line,continuous_less_than
12908,12130,2,Is Medium Mint less than Dark Slate?,0,pie,categorical_less_than
12909,12130,1,Is Dark Slate the maximum?,0,pie,categorical_maximum
12910,16166,4,Is Web Green the low median?,0,vbar_categorical,categorical_low_median
12911,16166,1,Is Web Green the maximum?,1,vbar_categorical,categorical_maximum
12912,16166,2,Is Tan less than Violet?,0,vbar_categorical,categorical_less_than
12913,16166,0,Is Tan the minimum?,0,vbar_categorical,categorical_minimum
12914,16166,3,Is Tan greater than Violet?,1,vbar_categorical,categorical_greater_than
12915,16174,4,Is Medium Mint the low median?,1,pie,categorical_low_median
12916,16174,0,Is Green the minimum?,0,pie,categorical_minimum
12917,16174,2,Is Medium Mint less than Green?,1,pie,categorical_less_than
12918,16174,0,Is Medium Mint the minimum?,1,pie,categorical_minimum
12919,16174,1,Is Green the maximum?,1,pie,categorical_maximum
12920,8072,3,Is Medium Turquoise greater than Web Green?,1,pie,categorical_greater_than
12921,8072,5,Is Indigo the high median?,1,pie,categorical_high_median
12922,12207,4,Is Rebecca Purple the low median?,0,vbar_categorical,categorical_low_median
12923,12207,2,Is Magenta less than Rebecca Purple?,0,vbar_categorical,categorical_less_than
12924,12207,0,Is Rebecca Purple the minimum?,1,vbar_categorical,categorical_minimum
12925,12207,1,Is Magenta the maximum?,1,vbar_categorical,categorical_maximum
12926,12207,3,Is Magenta greater than Rebecca Purple?,1,vbar_categorical,categorical_greater_than
12927,4129,2,Is Dark Seafoam less than Lime Green?,1,pie,categorical_less_than
12928,4129,0,Is Lime Green the minimum?,0,pie,categorical_minimum
12929,4129,5,Is Lime Green the high median?,1,pie,categorical_high_median
12930,4129,4,Is Dark Seafoam the low median?,0,pie,categorical_low_median
12931,4129,0,Is Dark Seafoam the minimum?,1,pie,categorical_minimum
12932,16175,4,Is Cyan the low median?,1,hbar_categorical,categorical_low_median
12933,16175,1,Is Cornflower the maximum?,1,hbar_categorical,categorical_maximum
12934,16175,3,Is Coral greater than Aqua?,0,hbar_categorical,categorical_greater_than
12935,16175,2,Is Coral less than Aqua?,1,hbar_categorical,categorical_less_than
12936,16175,0,Is Dark Green the minimum?,1,hbar_categorical,categorical_minimum
12937,12093,14,Does Tan intersect Dark Gray?,0,line,continuous_intersect
12938,12093,7,Does Dark Gray have the maximum area under the curve?,1,line,continuous_maximum_auc
12939,12093,6,Does Tan have the minimum area under the curve?,1,line,continuous_minimum_auc
12940,12093,10,Does Tan have the lowest value?,1,line,continuous_global_minimum
12941,12093,8,Is Lime Green the smoothest?,1,line,continuous_smoothest
12942,8077,3,Is Midnight Blue greater than Light Seafoam?,0,hbar_categorical,categorical_greater_than
12943,8077,4,Is Medium Blue the low median?,0,hbar_categorical,categorical_low_median
12944,8077,0,Is Midnight Blue the minimum?,0,hbar_categorical,categorical_minimum
12945,8077,1,Is Light Seafoam the maximum?,1,hbar_categorical,categorical_maximum
12946,8077,0,Is Aqua the minimum?,1,hbar_categorical,categorical_minimum
12947,220,8,Is Dark Orange the smoothest?,0,dot_line,continuous_smoothest
12948,124,6,Does Dark Gold have the minimum area under the curve?,1,dot_line,continuous_minimum_auc
12949,124,6,Does Bubblegum have the minimum area under the curve?,0,dot_line,continuous_minimum_auc
12950,124,8,Is Bubblegum the smoothest?,0,dot_line,continuous_smoothest
12951,124,14,Does Steel Blue intersect Bubblegum?,1,dot_line,continuous_intersect
12952,124,10,Does Dark Salmon have the lowest value?,0,dot_line,continuous_global_minimum
12953,8216,10,Does Light Green have the lowest value?,0,dot_line,continuous_global_minimum
12954,8216,8,Is Medium Orchid the smoothest?,1,dot_line,continuous_smoothest
12955,8216,12,Is Medium Orchid less than Dark Gold?,0,dot_line,continuous_less_than
12956,8216,10,Does Medium Orchid have the lowest value?,1,dot_line,continuous_global_minimum
12957,8216,6,Does Light Green have the minimum area under the curve?,1,dot_line,continuous_minimum_auc
12958,16140,9,Is Gold the roughest?,1,dot_line,continuous_roughest
12959,16140,13,Is Gold greater than Saddle Brown?,0,dot_line,continuous_greater_than
12960,16140,8,Is Gold the smoothest?,0,dot_line,continuous_smoothest
12961,16140,12,Is Gold less than Saddle Brown?,0,dot_line,continuous_less_than
12962,16140,7,Does Gold have the maximum area under the curve?,0,dot_line,continuous_maximum_auc
12963,16154,2,Is Web Purple less than Medium Turquoise?,0,pie,categorical_less_than
12964,16154,0,Is Medium Turquoise the minimum?,0,pie,categorical_minimum
12965,8225,11,Does Forest Green have the highest value?,0,dot_line,continuous_global_maximum
12966,8225,12,Is Forest Green less than Maroon?,0,dot_line,continuous_less_than
12967,8225,6,Does Purple have the minimum area under the curve?,1,dot_line,continuous_minimum_auc
12968,8225,10,Does Forest Green have the lowest value?,0,dot_line,continuous_global_minimum
12969,8225,13,Is Forest Green greater than Maroon?,0,dot_line,continuous_greater_than
12970,16179,6,Does Coral have the minimum area under the curve?,1,dot_line,continuous_minimum_auc
12971,16179,9,Is Light Slate the roughest?,1,dot_line,continuous_roughest
12972,16179,7,Does Coral have the maximum area under the curve?,0,dot_line,continuous_maximum_auc
12973,16179,10,Does Dark Blue have the lowest value?,0,dot_line,continuous_global_minimum
12974,16179,14,Does Dark Blue intersect Light Slate?,1,dot_line,continuous_intersect
12975,8110,7,Does Medium Seafoam have the maximum area under the curve?,1,dot_line,continuous_maximum_auc
12976,8110,6,Does Medium Aqua have the minimum area under the curve?,1,dot_line,continuous_minimum_auc
12977,8110,14,Does Light Slate intersect Medium Seafoam?,1,dot_line,continuous_intersect
12978,8110,10,Does Light Slate have the lowest value?,1,dot_line,continuous_global_minimum
12979,8110,10,Does Orange Red have the lowest value?,0,dot_line,continuous_global_minimum
12980,8201,11,Does Violet Red have the highest value?,0,dot_line,continuous_global_maximum
12981,8201,7,Does Violet Red have the maximum area under the curve?,0,dot_line,continuous_maximum_auc
12982,8201,6,Does Violet Red have the minimum area under the curve?,0,dot_line,continuous_minimum_auc
12983,8201,9,Is Violet Red the roughest?,0,dot_line,continuous_roughest
12984,8201,6,Does Gold have the minimum area under the curve?,1,dot_line,continuous_minimum_auc
12985,82,10,Does Purple have the lowest value?,1,dot_line,continuous_global_minimum
12986,82,14,Does Purple intersect Cornflower?,0,dot_line,continuous_intersect
12987,82,11,Does Medium Aqua have the highest value?,0,dot_line,continuous_global_maximum
12988,82,12,Is Medium Aqua less than Purple?,0,dot_line,continuous_less_than
12989,82,14,Does Medium Aqua intersect Purple?,1,dot_line,continuous_intersect
12990,67,3,Is Dark Green greater than Bubblegum?,1,hbar_categorical,categorical_greater_than
12991,67,1,Is Dark Green the maximum?,1,hbar_categorical,categorical_maximum
12992,4195,0,Is Web Maroon the minimum?,1,pie,categorical_minimum
12993,4195,0,Is Navy Blue the minimum?,0,pie,categorical_minimum
12994,4195,1,Is Navy Blue the maximum?,0,pie,categorical_maximum
12995,4195,5,Is Indigo the high median?,1,pie,categorical_high_median
12996,4195,2,Is Navy Blue less than Lawn Green?,0,pie,categorical_less_than
12997,16169,12,Is Peru less than Dark Red?,0,dot_line,continuous_less_than
12998,16169,14,Does Peru intersect Dark Red?,1,dot_line,continuous_intersect
12999,16169,11,Does Dark Red have the highest value?,0,dot_line,continuous_global_maximum
13000,16169,6,Does Firebrick have the minimum area under the curve?,1,dot_line,continuous_minimum_auc
13001,16169,11,Does Dark Turquoise have the highest value?,1,dot_line,continuous_global_maximum
13002,12164,7,Does Green Yellow have the maximum area under the curve?,1,dot_line,continuous_maximum_auc
13003,12164,10,Does Green Yellow have the lowest value?,0,dot_line,continuous_global_minimum
13004,12164,10,Does Blue have the lowest value?,1,dot_line,continuous_global_minimum
13005,12164,11,Does Green Yellow have the highest value?,1,dot_line,continuous_global_maximum
13006,12164,12,Is Green Yellow less than Bubblegum?,0,dot_line,continuous_less_than
13007,4166,4,Is Dark Cyan the low median?,0,vbar_categorical,categorical_low_median
13008,4166,0,Is Light Sky Blue the minimum?,0,vbar_categorical,categorical_minimum
13009,4155,13,Is Orange greater than Dark Green?,0,dot_line,continuous_greater_than
13010,4155,7,Does Orange have the maximum area under the curve?,0,dot_line,continuous_maximum_auc
13011,4155,14,Does Purple intersect Khaki?,0,dot_line,continuous_intersect
13012,8196,9,Is Medium Periwinkle the roughest?,0,line,continuous_roughest
13013,8196,7,Does Medium Periwinkle have the maximum area under the curve?,1,line,continuous_maximum_auc
13014,8196,7,Does Light Salmon have the maximum area under the curve?,0,line,continuous_maximum_auc
13015,8196,6,Does Light Salmon have the minimum area under the curve?,0,line,continuous_minimum_auc
13016,8196,13,Is Medium Periwinkle greater than Light Salmon?,1,line,continuous_greater_than
13017,112,5,Is Hot Pink the high median?,0,pie,categorical_high_median
13018,112,4,Is Hot Pink the low median?,1,pie,categorical_low_median
13019,12251,3,Is Web Purple greater than Light Sky Blue?,0,pie,categorical_greater_than
13020,12251,2,Is Light Sky Blue less than Web Purple?,0,pie,categorical_less_than
13021,12251,5,Is Light Sky Blue the high median?,1,pie,categorical_high_median
13022,12251,0,Is Light Sky Blue the minimum?,0,pie,categorical_minimum
13023,12251,5,Is Dark Olive the high median?,0,pie,categorical_high_median
13024,179,5,Is Dark Blue the high median?,1,hbar_categorical,categorical_high_median
13025,179,0,Is Aqua the minimum?,1,hbar_categorical,categorical_minimum
13026,179,2,Is Forest Green less than Dark Blue?,0,hbar_categorical,categorical_less_than
13027,179,3,Is Dark Blue greater than Forest Green?,0,hbar_categorical,categorical_greater_than
13028,179,5,Is Forest Green the high median?,0,hbar_categorical,categorical_high_median
13029,251,12,Is Dark Periwinkle less than Sky Blue?,0,line,continuous_less_than
13030,251,10,Does Dark Periwinkle have the lowest value?,0,line,continuous_global_minimum
13031,251,7,Does Dark Periwinkle have the maximum area under the curve?,0,line,continuous_maximum_auc
13032,251,13,Is Medium Periwinkle greater than Dark Periwinkle?,1,line,continuous_greater_than
13033,251,14,Does Dark Periwinkle intersect Sky Blue?,1,line,continuous_intersect
13034,8062,12,Is Medium Periwinkle less than Medium Mint?,0,line,continuous_less_than
13035,8062,10,Does Olive Drab have the lowest value?,0,line,continuous_global_minimum
13036,8062,10,Does Medium Mint have the lowest value?,1,line,continuous_global_minimum
13037,8193,13,Is Burlywood greater than Cadet Blue?,1,line,continuous_greater_than
13038,8193,12,Is Deep Sky Blue less than Medium Mint?,0,line,continuous_less_than
13039,8193,6,Does Cadet Blue have the minimum area under the curve?,0,line,continuous_minimum_auc
13040,8193,7,Does Cadet Blue have the maximum area under the curve?,0,line,continuous_maximum_auc
13041,8193,11,Does Cadet Blue have the highest value?,0,line,continuous_global_maximum
13042,16086,3,Is Peru greater than Turquoise?,1,hbar_categorical,categorical_greater_than
13043,16086,2,Is Turquoise less than Peru?,1,hbar_categorical,categorical_less_than
13044,16086,0,Is Peru the minimum?,0,hbar_categorical,categorical_minimum
13045,16086,1,Is Peru the maximum?,0,hbar_categorical,categorical_maximum
13046,16086,2,Is Peru less than Turquoise?,0,hbar_categorical,categorical_less_than
13047,214,12,Is Dark Salmon less than Dark Turquoise?,0,dot_line,continuous_less_than
13048,214,12,Is Forest Green less than Dark Salmon?,1,dot_line,continuous_less_than
13049,214,6,Does Steel Blue have the minimum area under the curve?,0,dot_line,continuous_minimum_auc
13050,8143,3,Is Steel Blue greater than Turquoise?,0,hbar_categorical,categorical_greater_than
13051,8143,2,Is Steel Blue less than Turquoise?,1,hbar_categorical,categorical_less_than
13052,8143,3,Is Turquoise greater than Steel Blue?,1,hbar_categorical,categorical_greater_than
13053,8143,5,Is Steel Blue the high median?,0,hbar_categorical,categorical_high_median
13054,8143,2,Is Turquoise less than Steel Blue?,0,hbar_categorical,categorical_less_than
13055,12155,6,Does Green have the minimum area under the curve?,0,line,continuous_minimum_auc
13056,12155,10,Does Green have the lowest value?,0,line,continuous_global_minimum
13057,12155,9,Is Green the roughest?,0,line,continuous_roughest
13058,4057,9,Is Web Green the roughest?,1,line,continuous_roughest
13059,4057,13,Is Dark Seafoam greater than Dark Magenta?,1,line,continuous_greater_than
13060,4057,10,Does Web Green have the lowest value?,0,line,continuous_global_minimum
13061,4057,6,Does Light Sky Blue have the minimum area under the curve?,0,line,continuous_minimum_auc
13062,4057,6,Does Dark Magenta have the minimum area under the curve?,1,line,continuous_minimum_auc
13063,163,2,Is Gold less than Firebrick?,1,hbar_categorical,categorical_less_than
13064,163,2,Is Firebrick less than Gold?,0,hbar_categorical,categorical_less_than
13065,4184,3,Is Navy Blue greater than Dark Slate?,0,vbar_categorical,categorical_greater_than
13066,4184,4,Is Navy Blue the low median?,0,vbar_categorical,categorical_low_median
13067,8161,1,Is Deep Pink the maximum?,1,pie,categorical_maximum
13068,8161,5,Is Dark Seafoam the high median?,0,pie,categorical_high_median
13069,12129,11,Does Dark Seafoam have the highest value?,0,line,continuous_global_maximum
13070,12129,7,Does Dark Seafoam have the maximum area under the curve?,0,line,continuous_maximum_auc
13071,12129,6,Does Sky Blue have the minimum area under the curve?,0,line,continuous_minimum_auc
13072,12129,10,Does Sky Blue have the lowest value?,0,line,continuous_global_minimum
13073,8119,1,Is Dark Seafoam the maximum?,0,pie,categorical_maximum
13074,8119,3,Is Salmon greater than Dark Seafoam?,1,pie,categorical_greater_than
13075,8119,2,Is Dark Seafoam less than Salmon?,1,pie,categorical_less_than
13076,8119,5,Is Salmon the high median?,1,pie,categorical_high_median
13077,8119,4,Is Salmon the low median?,1,pie,categorical_low_median
13078,8115,4,Is Olive the low median?,1,hbar_categorical,categorical_low_median
13079,8115,5,Is Medium Blue the high median?,0,hbar_categorical,categorical_high_median
13080,16175,0,Is Coral the minimum?,0,hbar_categorical,categorical_minimum
13081,16175,1,Is Coral the maximum?,0,hbar_categorical,categorical_maximum
13082,4061,1,Is Brown the maximum?,0,hbar_categorical,categorical_maximum
13083,4061,2,Is Medium Blue less than Brown?,1,hbar_categorical,categorical_less_than
13084,4061,5,Is Seafoam the high median?,1,hbar_categorical,categorical_high_median
13085,4061,0,Is Medium Blue the minimum?,1,hbar_categorical,categorical_minimum
13086,4061,3,Is Medium Blue greater than Brown?,0,hbar_categorical,categorical_greater_than
13087,213,7,Does Blue have the maximum area under the curve?,0,dot_line,continuous_maximum_auc
13088,213,10,Does Medium Orchid have the lowest value?,1,dot_line,continuous_global_minimum
13089,213,14,Does Steel Blue intersect Orange?,1,dot_line,continuous_intersect
13090,213,9,Is Blue the roughest?,0,dot_line,continuous_roughest
13091,213,8,Is Blue the smoothest?,0,dot_line,continuous_smoothest
13092,12233,5,Is Slate the high median?,1,pie,categorical_high_median
13093,12233,3,Is Web Purple greater than Dark Seafoam?,1,pie,categorical_greater_than
13094,12233,1,Is Web Purple the maximum?,0,pie,categorical_maximum
13095,12233,3,Is Dark Seafoam greater than Web Purple?,0,pie,categorical_greater_than
13096,12233,4,Is Slate the low median?,1,pie,categorical_low_median
13097,117,5,Is Sandy Brown the high median?,0,pie,categorical_high_median
13098,117,1,Is Dark Slate the maximum?,0,pie,categorical_maximum
13099,117,5,Is Dodger Blue the high median?,1,pie,categorical_high_median
13100,117,0,Is Sky Blue the minimum?,1,pie,categorical_minimum
13101,117,4,Is Rebecca Purple the low median?,0,pie,categorical_low_median
13102,4125,5,Is Rosy Brown the high median?,1,vbar_categorical,categorical_high_median
13103,4125,2,Is Medium Periwinkle less than Black?,1,vbar_categorical,categorical_less_than
13104,4125,2,Is Black less than Medium Periwinkle?,0,vbar_categorical,categorical_less_than
13105,4125,1,Is Black the maximum?,0,vbar_categorical,categorical_maximum
13106,4125,4,Is Medium Periwinkle the low median?,0,vbar_categorical,categorical_low_median
13107,16232,4,Is Web Purple the low median?,0,vbar_categorical,categorical_low_median
13108,16232,1,Is Dark Periwinkle the maximum?,1,vbar_categorical,categorical_maximum
13109,16232,5,Is Dark Periwinkle the high median?,0,vbar_categorical,categorical_high_median
13110,16232,4,Is Olive Drab the low median?,1,vbar_categorical,categorical_low_median
13111,16232,3,Is Dark Periwinkle greater than Olive Drab?,1,vbar_categorical,categorical_greater_than
13112,8094,2,Is Cyan less than Purple?,0,hbar_categorical,categorical_less_than
13113,8094,1,Is Purple the maximum?,0,hbar_categorical,categorical_maximum
13114,130,2,Is Green less than Tan?,1,vbar_categorical,categorical_less_than
13115,130,4,Is Black the low median?,1,vbar_categorical,categorical_low_median
13116,130,1,Is Green the maximum?,0,vbar_categorical,categorical_maximum
13117,130,1,Is Tan the maximum?,1,vbar_categorical,categorical_maximum
13118,130,5,Is Cadet Blue the high median?,0,vbar_categorical,categorical_high_median
13119,8064,11,Does Lime Green have the highest value?,0,line,continuous_global_maximum
13120,8064,7,Does Medium Turquoise have the maximum area under the curve?,1,line,continuous_maximum_auc
13121,8064,12,Is Indian Red less than Rebecca Purple?,1,line,continuous_less_than
13122,16133,0,Is Lime Green the minimum?,1,pie,categorical_minimum
13123,16133,1,Is Light Coral the maximum?,0,pie,categorical_maximum
13124,16133,3,Is Rosy Brown greater than Light Coral?,1,pie,categorical_greater_than
13125,16133,0,Is Light Coral the minimum?,0,pie,categorical_minimum
13126,16133,1,Is Dark Slate the maximum?,1,pie,categorical_maximum
13127,16056,11,Does Dark Orchid have the highest value?,0,dot_line,continuous_global_maximum
13128,16056,14,Does Cyan intersect Dark Orange?,1,dot_line,continuous_intersect
13129,16056,12,Is Cyan less than Dark Orange?,0,dot_line,continuous_less_than
13130,16056,6,Does Dark Orchid have the minimum area under the curve?,0,dot_line,continuous_minimum_auc
13131,16056,10,Does Dark Orange have the lowest value?,1,dot_line,continuous_global_minimum
13132,4131,10,Does Dark Magenta have the lowest value?,0,line,continuous_global_minimum
13133,4131,11,Does Dark Magenta have the highest value?,0,line,continuous_global_maximum
13134,4131,14,Does Indian Red intersect Dark Olive?,0,line,continuous_intersect
13135,4131,6,Does Dark Magenta have the minimum area under the curve?,0,line,continuous_minimum_auc
13136,4131,8,Is Dark Magenta the smoothest?,0,line,continuous_smoothest
13137,12220,3,Is Dark Periwinkle greater than Light Salmon?,1,vbar_categorical,categorical_greater_than
13138,12220,5,Is Light Salmon the high median?,0,vbar_categorical,categorical_high_median
13139,12220,0,Is Light Salmon the minimum?,1,vbar_categorical,categorical_minimum
13140,12220,3,Is Light Salmon greater than Dark Periwinkle?,0,vbar_categorical,categorical_greater_than
13141,12220,2,Is Dark Periwinkle less than Light Salmon?,0,vbar_categorical,categorical_less_than
13142,12132,9,Is Hot Pink the roughest?,0,line,continuous_roughest
13143,12132,13,Is Yellow greater than Dark Cyan?,0,line,continuous_greater_than
13144,12132,11,Does Hot Pink have the highest value?,0,line,continuous_global_maximum
13145,12132,6,Does Hot Pink have the minimum area under the curve?,1,line,continuous_minimum_auc
13146,12132,7,Does Yellow have the maximum area under the curve?,1,line,continuous_maximum_auc
13147,12157,1,Is Mint the maximum?,0,vbar_categorical,categorical_maximum
13148,12157,4,Is Dark Khaki the low median?,1,vbar_categorical,categorical_low_median
13149,98,7,Does Royal Blue have the maximum area under the curve?,1,dot_line,continuous_maximum_auc
13150,98,9,Is Light Slate the roughest?,0,dot_line,continuous_roughest
13151,98,8,Is Steel Blue the smoothest?,0,dot_line,continuous_smoothest
13152,98,11,Does Steel Blue have the highest value?,0,dot_line,continuous_global_maximum
13153,98,10,Does Light Slate have the lowest value?,0,dot_line,continuous_global_minimum
13154,12122,2,Is Salmon less than Teal?,1,vbar_categorical,categorical_less_than
13155,12122,4,Is Salmon the low median?,1,vbar_categorical,categorical_low_median
13156,12122,1,Is Teal the maximum?,1,vbar_categorical,categorical_maximum
13157,12122,2,Is Teal less than Salmon?,0,vbar_categorical,categorical_less_than
13158,12122,0,Is Teal the minimum?,0,vbar_categorical,categorical_minimum
13159,237,1,Is Burlywood the maximum?,0,vbar_categorical,categorical_maximum
13160,237,5,Is Sienna the high median?,1,vbar_categorical,categorical_high_median
13161,237,4,Is Sienna the low median?,0,vbar_categorical,categorical_low_median
13162,237,5,Is Burlywood the high median?,0,vbar_categorical,categorical_high_median
13163,12212,4,Is Medium Turquoise the low median?,1,pie,categorical_low_median
13164,12212,3,Is Medium Turquoise greater than Light Salmon?,0,pie,categorical_greater_than
13165,12212,2,Is Light Salmon less than Medium Turquoise?,0,pie,categorical_less_than
13166,12212,5,Is Light Salmon the high median?,1,pie,categorical_high_median
13167,12212,0,Is Light Salmon the minimum?,0,pie,categorical_minimum
13168,12210,2,Is Mint less than Indian Red?,0,vbar_categorical,categorical_less_than
13169,12210,3,Is Mint greater than Indian Red?,1,vbar_categorical,categorical_greater_than
13170,12210,4,Is Mint the low median?,0,vbar_categorical,categorical_low_median
13171,12210,1,Is Indian Red the maximum?,0,vbar_categorical,categorical_maximum
13172,12210,5,Is Indian Red the high median?,1,vbar_categorical,categorical_high_median
13173,16123,0,Is Light Coral the minimum?,0,pie,categorical_minimum
13174,16123,2,Is Yellow less than Light Coral?,1,pie,categorical_less_than
13175,16123,4,Is Black the low median?,1,pie,categorical_low_median
13176,16123,5,Is Black the high median?,1,pie,categorical_high_median
13177,16123,5,Is Light Coral the high median?,0,pie,categorical_high_median
13178,70,2,Is Peru less than Seafoam?,0,hbar_categorical,categorical_less_than
13179,70,5,Is Firebrick the high median?,0,hbar_categorical,categorical_high_median
13180,4217,2,Is Dark Gold less than Pale Green?,1,hbar_categorical,categorical_less_than
13181,4217,1,Is Turquoise the maximum?,1,hbar_categorical,categorical_maximum
13182,4217,5,Is Dark Gold the high median?,0,hbar_categorical,categorical_high_median
13183,4217,4,Is Orchid the low median?,1,hbar_categorical,categorical_low_median
13184,4217,5,Is Cyan the high median?,1,hbar_categorical,categorical_high_median
13185,8205,0,Is Medium Aqua the minimum?,1,hbar_categorical,categorical_minimum
13186,8205,4,Is Orange Red the low median?,1,hbar_categorical,categorical_low_median
13187,8205,1,Is Dark Gold the maximum?,0,hbar_categorical,categorical_maximum
13188,8205,0,Is Dark Gold the minimum?,0,hbar_categorical,categorical_minimum
13189,8205,2,Is Purple less than Dark Gold?,0,hbar_categorical,categorical_less_than
13190,8069,5,Is Web Green the high median?,0,pie,categorical_high_median
13191,8069,0,Is Dark Cyan the minimum?,0,pie,categorical_minimum
13192,16226,2,Is Yellow less than Deep Pink?,1,pie,categorical_less_than
13193,4069,7,Does Orange have the maximum area under the curve?,1,dot_line,continuous_maximum_auc
13194,4069,10,Does Orange have the lowest value?,0,dot_line,continuous_global_minimum
13195,4069,12,Is Brown less than Orange?,1,dot_line,continuous_less_than
13196,4069,6,Does Dark Red have the minimum area under the curve?,0,dot_line,continuous_minimum_auc
13197,4069,8,Is Dark Red the smoothest?,0,dot_line,continuous_smoothest
13198,16168,10,Does Magenta have the lowest value?,0,line,continuous_global_minimum
13199,16168,6,Does Magenta have the minimum area under the curve?,0,line,continuous_minimum_auc
13200,16168,13,Is Chartreuse greater than Magenta?,0,line,continuous_greater_than
13201,16168,8,Is Magenta the smoothest?,0,line,continuous_smoothest
13202,16168,8,Is Chartreuse the smoothest?,1,line,continuous_smoothest
13203,12080,4,Is Medium Periwinkle the low median?,0,pie,categorical_low_median
13204,12080,3,Is Yellow greater than Medium Periwinkle?,0,pie,categorical_greater_than
13205,12080,0,Is Yellow the minimum?,1,pie,categorical_minimum
13206,12080,5,Is Yellow the high median?,0,pie,categorical_high_median
13207,12080,4,Is Yellow the low median?,1,pie,categorical_low_median
13208,16242,8,Is Orange the smoothest?,1,dot_line,continuous_smoothest
13209,16242,7,Does Orange Red have the maximum area under the curve?,1,dot_line,continuous_maximum_auc
13210,16242,14,Does Orange intersect Orange Red?,1,dot_line,continuous_intersect
13211,16242,8,Is Orange Red the smoothest?,0,dot_line,continuous_smoothest
13212,16242,6,Does Orange Red have the minimum area under the curve?,0,dot_line,continuous_minimum_auc
13213,16088,10,Does Chartreuse have the lowest value?,0,line,continuous_global_minimum
13214,16088,13,Is Chartreuse greater than Deep Pink?,0,line,continuous_greater_than
13215,16088,7,Does Deep Pink have the maximum area under the curve?,1,line,continuous_maximum_auc
13216,12197,6,Does Deep Sky Blue have the minimum area under the curve?,1,line,continuous_minimum_auc
13217,12197,11,Does Yellow have the highest value?,0,line,continuous_global_maximum
13218,12140,14,Does Green intersect Medium Turquoise?,1,line,continuous_intersect
13219,12140,12,Is Green less than Medium Turquoise?,0,line,continuous_less_than
13220,12140,6,Does Medium Mint have the minimum area under the curve?,1,line,continuous_minimum_auc
13221,12140,12,Is Medium Mint less than Medium Turquoise?,1,line,continuous_less_than
13222,12140,13,Is Medium Turquoise greater than Medium Mint?,1,line,continuous_greater_than
13223,16208,0,Is Black the minimum?,1,vbar_categorical,categorical_minimum
13224,16208,5,Is Medium Mint the high median?,1,vbar_categorical,categorical_high_median
13225,144,4,Is Royal Blue the low median?,1,hbar_categorical,categorical_low_median
13226,144,0,Is Blue the minimum?,0,hbar_categorical,categorical_minimum
13227,144,0,Is Medium Purple the minimum?,1,hbar_categorical,categorical_minimum
13228,144,3,Is Light Slate greater than Blue?,0,hbar_categorical,categorical_greater_than
13229,144,2,Is Blue less than Light Slate?,0,hbar_categorical,categorical_less_than
13230,8204,1,Is Dark Olive the maximum?,1,vbar_categorical,categorical_maximum
13231,8204,4,Is Web Purple the low median?,1,vbar_categorical,categorical_low_median
13232,4086,3,Is Medium Mint greater than Black?,0,pie,categorical_greater_than
13233,4086,3,Is Black greater than Medium Mint?,1,pie,categorical_greater_than
13234,4086,0,Is Black the minimum?,0,pie,categorical_minimum
13235,4086,2,Is Black less than Medium Mint?,0,pie,categorical_less_than
13236,4086,1,Is Black the maximum?,0,pie,categorical_maximum
13237,4183,2,Is Salmon less than Chartreuse?,0,vbar_categorical,categorical_less_than
13238,4183,3,Is Chartreuse greater than Salmon?,0,vbar_categorical,categorical_greater_than
13239,4160,2,Is Medium Purple less than Orange?,0,hbar_categorical,categorical_less_than
13240,4160,1,Is Medium Aqua the maximum?,1,hbar_categorical,categorical_maximum
13241,8108,12,Is Red less than Coral?,1,dot_line,continuous_less_than
13242,8108,6,Does Red have the minimum area under the curve?,1,dot_line,continuous_minimum_auc
13243,8108,13,Is Coral greater than Red?,1,dot_line,continuous_greater_than
13244,8108,8,Is Red the smoothest?,1,dot_line,continuous_smoothest
